Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2012815,1,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cccc3ccccc23)NC1=O,Activity,,,,CHEMBL2014767,Increase of HDAC7-meidated histone H3 acetylation in human CFBE41o cells at 0.1 to 10 uM by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CFBE41o,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2010669,1,Scientific Literature,ACS Med Chem Lett,2011,None,,
CHEMBL3335286,0,O=C(CCCCc1ccc2n1Cc1ccccc1-2)NO,Inhibition,,,%,CHEMBL3389423,Inhibition of human recombinant HDAC7 up to 10 uM after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL4467248,0,Fc1cccc2c1SC(=S)N1CCN=C21,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4556055,0,CN(C)c1ccc2c(c1)SC(=S)N1CCN=C21,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4437805,0,S=C1Sc2ccc(I)cc2C2=NCCCN12,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4457853,0,S=C1Sc2cc(Br)ccc2C2=NCCCN12,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL4384544,Inhibition of human HDAC7 using Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4382249,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL1800384,0,Cc1cc(O)nc(SCC(=O)NCCCCc2ccccc2)n1,IC50,>,100000,nM,CHEMBL1804896,Inhibition of recombinant HDAC7 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,10000,nM,CHEMBL932451,Inhibition of HDAC7 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1144784,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL4514330,0,CC(C)c1cc(C(=O)N(C)c2ccc(NC(=O)CCCCCCC(=O)NO)cc2)c(O)cc1O,IC50,>,10000,nM,CHEMBL4376416,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus infected insect cells using Boc-K(Ac)-AMC as substrate after 90 mins by fluorimetry analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4373735,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL1830397,0,CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(/C=C/C(=O)NO)ccc21,Ki,=,89,nM,CHEMBL1832526,Competitive inhibition of HDAC7 using KI-104 as substrate by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1828590,1,Scientific Literature,J Med Chem,2011,None,,
CHEMBL4761847,1,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OCc4ccccc4)cc23)cc1,IC50,=,3100,nM,CHEMBL4685844,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL1631911,0,O=C(CCCCCC1OCCCCCCOc2ccccc2NC1=O)NO,IC50,=,738,nM,CHEMBL1634306,Inhibition of human HDAC7 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,Ki,=,5426.9,nM,CHEMBL3598918,Inhibition of human HDAC7,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3596180,1,Scientific Literature,Bioorg Med Chem,2015,None,,
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL261735,2,CCC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c1ncc(-c2ccccc2)[nH]1,IC50,>,10000,nM,CHEMBL932451,Inhibition of HDAC7 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1144784,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL406927,1,COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(C)=O)c3nc4ccc(Cl)cc4[nH]3)c2c1,IC50,>,10000,nM,CHEMBL932451,Inhibition of HDAC7 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1144784,1,Scientific Literature,J Med Chem,2008,None,,
CHEMBL4244764,0,CC(Nc1c(NCCCCCC(=O)NO)c(=O)c1=O)C12CC3CC(CC(C3)C1)C2,Ki,>,10000,nM,CHEMBL4236290,Inhibition of human recombinant HDAC7 using fluorogenic HDAC substrate class 2a after 45 mins by fluorimetrc method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4229543,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,
CHEMBL404054,0,Nc1nc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)nc(NC2Cc3ccccc3C2)n1,Activity,,,,CHEMBL931668,Activity against HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1143113,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL4604158,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus infected insect cells using Boc-K(Ac)-AMC as substrate after 90 mins by fluorimetry analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4602647,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL2364628,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,1000,nM,CHEMBL4771377,Inhibition of HDAC7 (unknown origin) using MAZ-1675 as substrate preincubated for 10 mins followed by substrate addition and shaken for 60 secs and measured over 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,
CHEMBL468513,1,CC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)c1ncc(-c2ccc3ccccc3c2)[nH]1,IC50,>,1,nM,CHEMBL1008844,Inhibition of HDAC7,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1152225,1,Scientific Literature,Bioorg Med Chem Lett,2008,None,,
CHEMBL1836042,2,CCCC[C@H]1NC(=O)C[C@@H](/C=C/CCS)OC(=O)C[C@H](O)[C@@H]([C@@H](C)CC)NC(=O)[C@@H](CS)NC1=O,IC50,=,24000,nM,CHEMBL1838192,Inhibition of recombinant human HDAC7 using Boc-L-Lys(epsilon-trifluoroacetyl)-AMC as substrate by two-step fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1833850,1,Scientific Literature,J Nat Prod,2011,None,,
CHEMBL5093258,0,O=C(CCCSC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc1ccccc1)NO,IC50,>,200,nM,CHEMBL5056742,Inhibition of human N-terminal GST tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(acetyl)-AMC as fluorogenic substrate measured after 1 hr by flourescence plate reader method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5055644,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL4744479,0,O=C(NO)c1ccc(CN2c3ccccc3S(=O)(=O)C[C@@H]3CCCC[C@@H]32)cc1,IC50,>,8000,nM,CHEMBL4673877,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4673207,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL1631912,0,O=C(CCCCCC1OCCCCCCCOc2ccccc2NC1=O)NO,IC50,=,764,nM,CHEMBL1634306,Inhibition of human HDAC7 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL1631915,0,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OC/C=C\2,IC50,=,180,nM,CHEMBL1634306,Inhibition of human HDAC7 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL1631916,0,COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OCCC2,IC50,=,279,nM,CHEMBL1634306,Inhibition of human HDAC7 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL4763919,0,O=C(NO)[C@H](CCCCN1C(=O)c2ccccc2C1=O)c1ccccc1,IC50,=,11000,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL4761013,0,O=C(NO)c1ccc(CN2C(=O)c3ccccc3S2(=O)=O)cc1-c1ccccc1,IC50,=,12,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL4536605,0,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,=,5000,nM,CHEMBL4771492,Inhibition of human full length recombinant HDAC7 using p53 (379 to 382 residues) Ac-LGK(TFA)-AMC as substrate preincubated for 5 to 10 mins followed by substrate addition and measured after 2 hrs by fluorescence method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,Time_Lower = 125.0 min | Time_Upper = 130.0 min,INHIBITOR
CHEMBL5173493,0,CCNNC(=O)c1ccc(CN2c3ccccc3C=Cc3ccncc32)cc1,IC50,>,5000,nM,CHEMBL5119740,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys (trifluoroacetyl) AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,
CHEMBL4514367,0,COc1ccc2c(c1)SC(=S)N1CCN=C21,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4634521,0,O=C(NO)c1ccc(NC(=O)C2(c3ccc(Br)cc3)CCOCC2)cc1,IC50,=,270,nM,CHEMBL4606154,Inhibition of human recombinant HDAC7 pre-incubated for 15 mins before Ac-Leu-Gly-Lys(trifluroAc)-AMC substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4602725,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL186311,0,CCCC(CCC)C(=O)NO,IC50,=,99000,nM,CHEMBL1680138,Inhibition of human recombinant HDAC7,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1671826,1,Scientific Literature,ACS Med Chem Lett,2011,None,,
CHEMBL2177582,0,CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2F)C1,IC50,>,30000,nM,CHEMBL2182323,Inhibition of HDAC7 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None,,
CHEMBL3692671,0,CCCN(CCC)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,10,nM,CHEMBL4689589,Inhibition of HDAC7 (unknown origin) using Boc Lys(TFA) as substrate by fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4680373,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR
CHEMBL3622728,2,C/C=C1\NC(=O)c2csc(n2)[C@@H](C(C)C)NC(=O)C[C@@H](/C=C/CCSC(=O)CCCCCCC)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,CHEMBL3627134,Inhibition of recombinant human HDAC7 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3622731,1,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSC(C)=O)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,CHEMBL3627134,Inhibition of recombinant human HDAC7 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL4080874,0,Cc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO,Ki,>,50000,nM,CHEMBL4007218,Inhibition of human HDAC7 using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 60 mins by trypsin-based fluorescence assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4004881,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,
CHEMBL583490,0,O=C(NO)C1c2ccccc2Oc2ccccc21,IC50,=,50,nM,CHEMBL1050116,Inhibition of human recombinant N-terminal FLAG-tagged HDAC7 (438-915) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL4589752,0,S=C1Sc2ccccc2C2=NCCCN12,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4576281,2,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCP(=O)(O)O)P(=O)(O)O)cc1,IC50,>,40000,nM,CHEMBL4368748,Inhibition of HDAC7 in human HeLa nuclear extract using Boc-Lys(Ac)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorometric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,CHEMBL3308376,,
CHEMBL4159897,0,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1,Inhibition,=,0,%,CHEMBL4133870,Inhibition of human HDAC7 at 1 uM using Boc-Lys(trifluoroacetyl)-AMC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3394285,0,O=C(/C=C/c1ccc(C(F)(F)F)cc1)NO,IC50,>,100000,nM,CHEMBL3755715,Inhibition of N-terminal GST-tagged human HDAC7 expressed in baculovirus expression system using (Boc-Lys(trifluoroacetyl)-AMC) as substrate by plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3751715,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4464003,1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CNC(=O)c3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,=,23120,nM,CHEMBL4405133,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus infected insect cells using fluorogenic HDAC class2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,Inhibition,=,88,%,CHEMBL4430679,Inhibition of recombinant N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus expression system using fluorogenic substrate at 100 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,1000,nM,CHEMBL4773583,Inhibition of HDAC7 (unknown origin) using AcLeu-Gly-Lys(Tfa)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765420,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5 hr,
CHEMBL473891,0,CNS(=O)(=O)NCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,Activity,,,,CHEMBL1029050,Inhibition of human recombinant N-terminal histidine-tagged HDAC7 expressed in baculovirus by fluorimetry,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL1149076,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL1213492,0,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1,IC50,=,524,nM,CHEMBL4771370,Inhibition of human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected sf9 cells using Boc-L-Lys-MCA as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 1.25 hr,INHIBITOR
CHEMBL3086768,0,O=C(CCCC(=O)NCCc1ccccc1)NO,IC50,>,10000,nM,CHEMBL4430691,Inhibition of recombinant N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus expression system using fluorogenic substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,=,9700,nM,CHEMBL2424313,Inhibition of human recombinant HDAC7 protein using Acetyl-Lys (trifluoroacetyl)-AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2417402,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,30000,nM,CHEMBL4035207,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,=,9700,nM,CHEMBL3888204,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,
CHEMBL1796689,0,CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,Inhibition,<,20,%,CHEMBL3366364,Inhibition of HDAC7 (unknown origin) at 1 uM incubated for 30 mins in presence of BSA and in absence of DTT by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352121,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
