Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL3692655,0,CCN(CC)CC(C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F,IC50,=,15,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL569959,0,CN1CCN(Cc2cccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)c3)c2)CC1,Activity,,,,0,CHEMBL1046986,Inhibition of HDAC4,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1156799,1,Scientific Literature,J Med Chem,2010,None
CHEMBL569546,0,CN1CCN(Cc2ccc(C(=O)/C=C/c3cccc(/C=C/C(=O)NO)c3)cc2)CC1,Activity,,,,0,CHEMBL1046986,Inhibition of HDAC4,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1156799,1,Scientific Literature,J Med Chem,2010,None
CHEMBL2177588,0,CN1C[C@@H](C(=O)Nc2ccc(Cl)cc2)[C@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,IC50,=,36000,nM,0,CHEMBL2182326,Inhibition of HDAC4 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None
CHEMBL4532398,1,C[C@@H]1CN(C(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(CCCCCCC(=O)NO)c4n3)cc2)CCO1,IC50,>,1000,nM,0,CHEMBL4413546,Inhibition of recombinant full length human HDAC4 expressed in baculovirus infected sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4411315,1,Scientific Literature,J Med Chem,2019,CHEMBL3308860
CHEMBL471173,0,CCCS(=O)(=O)Cc1noc(-c2ccc(C(=O)C(F)(F)F)s2)n1,IC50,=,30,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL475101,0,CN(C)S(=O)(=O)NCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,Activity,,,,0,CHEMBL1029048,Inhibition of human recombinant N-terminal histidine-tagged HDAC4 expressed in baculovirus by fluorimetry,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1149076,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL475301,0,NS(=O)(=O)NCCCCCC(=O)Nc1cccc(-c2ccccc2)c1,Activity,,,,0,CHEMBL1029048,Inhibition of human recombinant N-terminal histidine-tagged HDAC4 expressed in baculovirus by fluorimetry,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1149076,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL1934904,2,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc(-c2ccccc2)c1,Ki,>,50000,nM,0,CHEMBL4007220,Inhibition of human HDAC4 using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 60 mins by trypsin-based fluorescence assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4004881,1,Scientific Literature,Bioorg Med Chem Lett,2017,None
CHEMBL109,0,CCCC(CCC)C(=O)O,IC50,>,2000000,nM,0,CHEMBL1680136,Inhibition of human recombinant HDAC4,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1671826,1,Scientific Literature,ACS Med Chem Lett,2011,None
CHEMBL186311,0,CCCC(CCC)C(=O)NO,IC50,=,170000,nM,0,CHEMBL1680136,Inhibition of human recombinant HDAC4,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1671826,1,Scientific Literature,ACS Med Chem Lett,2011,None
CHEMBL595227,0,N=C1Sc2ccccc2C2=NCCCN12,IC50,=,9000,nM,0,CHEMBL4771461,Inhibition of human HDAC4 using Boc-Lys(tri-fluoracetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None
CHEMBL3314865,1,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2nnc(Cc3ccc4ccccc4c3)o2)cc1,IC50,>,20000,nM,0,CHEMBL3365884,Inhibition of human recombinant HDAC4 using non-histone trifluoroacetyl lysine substrate pre-incubated at room temperature for 15 mins before substrate addition by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351281,1,Scientific Literature,J Med Chem,2014,None
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,50000,nM,0,CHEMBL927764,Inhibition of HDAC4,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1140803,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL253308,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3221075,2,COC(=O)c1cc(OCCCCCCCOc2ccc(NC(=O)Cc3ccccc3)cc2)cc(C(=O)OC)n1,Inhibition,=,28,%,0,CHEMBL3224210,Inhibition of human recombinant full length C-terminal His tagged HDAC4 expressed in baculovirus system using non-histone trifluoroacetyl-lysine derivative as substrate at 5 uM incubated for 15 mins prior to substrate addition by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3217483,1,Scientific Literature,Medchemcomm,2012,None
CHEMBL4796973,0,O=C(CN1C(=O)S/C(=C/c2ccco2)C1=O)Nc1ccc(Cl)cc1C(F)(F)F,Activity,>,50,%,0,CHEMBL4771753,Inhibition of recombinant human N-terminal GST-tagged HDAC4 (627 to end residues) expressed in baculovirus infected Sf9 insect cells assessed as residual activity at 50 uM using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765368,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL4784553,0,O=C(CN1C(=O)S/C(=C/c2ccco2)C1=O)Nc1nccs1,Activity,>,50,%,0,CHEMBL4771753,Inhibition of recombinant human N-terminal GST-tagged HDAC4 (627 to end residues) expressed in baculovirus infected Sf9 insect cells assessed as residual activity at 50 uM using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765368,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,,,,0,CHEMBL4737685,Inhibition of recombinant human HDAC4 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None
CHEMBL152133,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL402363,1,CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C/C=C\CCC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O,Inhibition,=,30,%,0,CHEMBL947149,Inhibition of HDAC4 at 50 uM,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,None
CHEMBL507716,0,C[C@@H](NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1ccccc1,IC50,=,76,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL461141,1,O=C(c1ccc(-c2nc(-c3ccc(Cl)cc3Cl)no2)s1)C(F)(F)F,IC50,=,240,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL455395,1,O=C(c1ccc(-c2nc(-c3cccc(C(F)(F)F)c3)no2)s1)C(F)(F)F,IC50,=,320,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL462223,0,O=C(c1ccc(-c2nnc(-c3ccccc3)o2)s1)C(F)(F)F,IC50,=,420,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL493785,0,O=C(NCC1CCCCC1)c1cccc(C(=O)C(F)(F)F)c1,Activity,,,,0,CHEMBL995562,Inhibition of wild type HDAC4 at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL462146,0,CCNC(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,=,1700,nM,1,CHEMBL995558,Inhibition of wild type HDAC4 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL509944,0,CN(Cc1ccccc1)C(=O)c1ccc(C(O)C(F)(F)F)s1,Activity,,,,0,CHEMBL995561,Inhibition of HDAC4GOF mutant at 10 uM,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL494990,0,O=C(NCC1CCCCC1)c1cc(C(=O)C(F)(F)F)cs1,IC50,=,2400,nM,0,CHEMBL995557,Inhibition of HDAC4GOF mutant expressed in Escherichia coli,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL494813,0,CN(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,=,340,nM,0,CHEMBL995558,Inhibition of wild type HDAC4 expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL4437833,0,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,Kdiss,=,0.08,uM,0,CHEMBL4310924,Binding affinity to HDAC4 catalytic domain (648 to 1057 residues) (unknown origin) by surface plasmon resonance analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None
CHEMBL4456445,0,O=C(NO)C(c1ccc(-c2ncc(C(F)(F)F)cn2)cc1)c1ccccc1F,IC50,=,54,nM,1,CHEMBL4310909,Inhibition of HDAC4 catalytic domain (648 to 1057 residues) (unknown origin) using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,None
CHEMBL573190,0,O=C(NO)C(c1ccc(F)cc1)c1ccc(F)cc1,IC50,=,1100,nM,0,CHEMBL1050114,Inhibition of human recombinant N-terminal FLAG-tagged HDAC4 (612-1034) expressed in baculovirus after 10 mins by fluorimetric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1155182,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL1496179,0,O=C(NC(=S)NCc1ccccc1)c1ccccc1F,Inhibition,,,%,0,CHEMBL1838696,Inhibition of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1834365,0,O=C(NC(=S)Nc1ccccc1)c1ccccc1F,Activity,,,,0,CHEMBL1838703,Activation of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1545737,0,O=C(NC(=S)NCc1ccc(F)cc1)c1ccccc1,Activity,,,,0,CHEMBL1838703,Activation of HDAC4 using trifluoroacetyl-lysine containing fluorogenic substrate at 100 uM by spectrofluorometry,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1833857,1,Scientific Literature,Bioorg Med Chem Lett,2011,None
CHEMBL1822046,0,CC(C)CCc1c(OCCCCCCC(=O)NO)ccc2ccc(=O)oc12,IC50,>,10000,nM,0,CHEMBL1828253,Inhibition of HDAC4 using Boc-Lys(TFA)-AMC as substrate incubated 30 mins before substrate addition measured after 30 mins post substrate addition by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1821635,1,Scientific Literature,Eur J Med Chem,2011,None
CHEMBL497332,0,CN(Cc1ccc2nccnc2c1)C(=O)c1ccc(C(=O)C(F)(F)F)s1,IC50,=,87,nM,0,CHEMBL995557,Inhibition of HDAC4GOF mutant expressed in Escherichia coli,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL505199,0,O=C(NO)c1ccc(/C=C/c2ccccc2)o1,IC50,=,47170,nM,0,CHEMBL969718,Inhibition of human recombinant HDAC4 using Fluor de Lys as substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1139422,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL472533,0,O=C(/C=C/c1ccc(/C=C/C(=O)c2ccc(F)cc2)o1)NO,IC50,=,7680,nM,0,CHEMBL969718,Inhibition of human recombinant HDAC4 using Fluor de Lys as substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1139422,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL3262727,0,O=C(/C=C/c1cccc(S(=O)(=O)n2ccc3cccnc32)c1)NO,Inhibition,,,%,0,CHEMBL3265667,Inhibition of HDAC4 (unknown origin) by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3259569,1,Scientific Literature,J Med Chem,2014,None
CHEMBL442661,0,O=C(/C=C/c1ccc(/C=C/C(=O)c2ccccc2)o1)NO,IC50,=,22780,nM,0,CHEMBL969718,Inhibition of human recombinant HDAC4 using Fluor de Lys as substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1139422,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL4522463,0,CNC(=O)[C@H](Cc1ccccc1)n1nnc(-c2ccccc2)c1C#Cc1ccccc1,Inhibition,,,%,0,CHEMBL4431255,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4428137,1,Scientific Literature,ACS Med Chem Lett,2016,None
CHEMBL2371803,1,CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@H](CCCCSCC(=O)C(F)(F)F)NC(=O)[C@H]2CCCN2C1=O,IC50,=,190,nM,0,CHEMBL827902,Inhibition of human histone deacetylase 4 prepared from 293T cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,293T,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1137993,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL1938433,0,O=C(/C=C/c1ccc2c(c1)C(=O)CC1(CCN(Cc3ccccc3)CC1)O2)NO,IC50,=,127,nM,0,CHEMBL1943838,Inhibition of HDAC4 using carboxyfluorescein-labeled peptide as substrate after 17 hrs by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1938288,1,Scientific Literature,J Med Chem,2011,None
CHEMBL445955,0,Cc1ccc(C(=O)/C=C/c2ccc(/C=C/C(=O)NO)o2)cc1,IC50,=,1100,nM,0,CHEMBL969718,Inhibition of human recombinant HDAC4 using Fluor de Lys as substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1139422,1,Scientific Literature,Bioorg Med Chem,2008,None
CHEMBL209551,0,CC(C)(C)OC(=O)N[C@@H](CCCCCS)C(=O)NC1CCCCC1,IC50,=,1140,nM,1,CHEMBL868654,Inhibition of HDAC4,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1146857,1,Scientific Literature,J Med Chem,2006,None
CHEMBL561483,1,COc1cccc2c(C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34)c[nH]c12,IC50,=,220,nM,0,CHEMBL1053558,Inhibition of human HDAC4 by fluorimetry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1153591,1,Scientific Literature,Bioorg Med Chem Lett,2009,None
CHEMBL1923279,0,Cc1ccc2nc(NC(=O)CCCCC(=O)NO)sc2c1,Inhibition,,,%,0,CHEMBL1925880,Inhibition of HDAC4 in human HL60 cells assessed as increase in histone H4 acetylation at 1 ug/ml after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HL-60,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1921717,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307654
CHEMBL453953,0,Cc1ccc(-c2noc(-c3ccc(C(=O)C(F)(F)F)s3)n2)cc1,IC50,=,110,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL462208,0,C[C@H](NC(=O)c1ccc(C(=O)C(F)(F)F)s1)c1ccccc1,IC50,=,170,nM,0,CHEMBL953324,Inhibition of His-tagged HDAC4 catalytic domain expressed in Escherichia coli,B,BAO_0000019,assay format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1152136,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL235411,0,COc1ccc(NCc2ccc(C(=O)Nc3ccccc3O)cc2)cc1OC,Inhibition,<,50,%,0,CHEMBL900133,Inhibition of human recombinant HDAC4 at 20 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1138236,1,Scientific Literature,J Med Chem,2007,None
CHEMBL430060,1,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL589311,1,O=C(CCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H]2CCCCCCCCCCC[C@@H](NC1=O)C(=O)N2)NO,IC50,=,4.5,nM,1,CHEMBL1073572,Inhibition of HDAC4,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1159078,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,EC1000,=,20,nM,0,CHEMBL1073575,Inhibition of HDAC4 assessed as induction of p21 promotor activity by cell based assay,B,BAO_0000219,cell-based format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1159078,1,Scientific Literature,Bioorg Med Chem Lett,2010,None
CHEMBL1923278,0,O=C(CCCCC(=O)Nc1nc2ccccc2s1)NO,Inhibition,,,%,0,CHEMBL1925879,Inhibition of HDAC4 in human SW620 cells assessed as increase in histone H3 acetylation at 1 ug/ml after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SW-620,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1921717,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3307944
CHEMBL2408244,0,COc1ccc(OC)c(-c2cccc(O)c(=O)c2)c1,Ki,=,11204,nM,0,CHEMBL2410189,Inhibition of human recombinant HDAC4 by Michaelis-Menten equation analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2407068,1,Scientific Literature,ACS Med Chem Lett,2013,None
CHEMBL2158743,1,CC(=O)SCCCCC[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCCCSC(C)=O)NC(=O)C(C)(C)NC1=O,IC50,=,1200,nM,0,CHEMBL2160545,Inhibition of HDAC4 by fluorimetric assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2157995,1,Scientific Literature,Bioorg Med Chem Lett,2012,None
CHEMBL2178223,1,CC(C)(O)CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,IC50,,,,0,CHEMBL2182326,Inhibition of HDAC4 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None
CHEMBL504742,None,O=C(B(O)O)c1ccc(C(=O)N2CCc3ccccc32)s1,Activity,,,,0,CHEMBL995561,Inhibition of HDAC4GOF mutant at 10 uM,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1150306,1,Scientific Literature,Bioorg Med Chem Lett,2008,None
CHEMBL2178770,3,O=C(NCCCCSSCCCCNC(=O)/C(Cc1c[nH]c2ccc(Br)cc12)=N/O)/C(Cc1c[nH]c2ccc(Br)cc12)=N/O,Inhibition,=,20,%,0,CHEMBL2188401,Inhibition of HDAC4 in human U937 cells at 5 uM by DNMTs assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2177007,1,Scientific Literature,J Med Chem,2012,CHEMBL3308006
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,=,510,nM,0,CHEMBL973336,Inhibition of flag-tagged HDAC4 by pull-down assay,B,BAO_0000357,single protein format,None,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1156529,1,Scientific Literature,Proc Natl Acad Sci U S A,2007,None
