Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL97201,0,Nc1ccccc1NC(=O)CCCCCCC(=O)c1ccccc1,EC50,=,25000,nM,CHEMBL697065,Effect on induced hyperacetylation of histones in whole cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1146704,1,Scientific Literature,Bioorg Med Chem Lett,2004,None
CHEMBL478310,0,Cc1ccccc1-c1cn(CCCCCC(=O)NO)nn1,IC50,=,17.4,nM,CHEMBL968467,Inhibition of human HDAC in HeLa cells by flour de lys assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1157204,1,Scientific Literature,Bioorg Med Chem,2008,CHEMBL3308376
CHEMBL1269925,0,COc1ccc2c(ccn2N2C[C@H]3CN(c4ncc(C(=O)NO)cn4)C[C@H]3C2)c1,IC50,=,30,nM,CHEMBL1273119,Inhibition of HDAC in human HeLa cell nuclear extracts by fluorimetric assay,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1268928,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3308376
CHEMBL114184,0,O=C(CCCCCCOc1ccc(-c2ccccc2)cc1)NO,IC50,=,20,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL339796,1,O=C(CCCCCCc1cnc(-c2ccc(-c3ccccc3)cc2)o1)NO,IC50,=,12,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL265564,0,CN(C)CCNC(=O)C(=O)CCCCCCOc1ccc(-c2ccccc2)cc1,IC50,>,50000,nM,CHEMBL949101,Inhibition of HDAC from human K562 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3308378
CHEMBL1290335,0,COc1cc(C(=O)On2nnc3ccccc32)cc(OC)c1OC,IC50,=,9400,nM,CHEMBL1290867,Inhibition of human HDAC after 30 mins,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1287780,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,53,nM,CHEMBL946971,Inhibition of HDAC from human SNU16 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,SNU-16,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142268,1,Scientific Literature,J Med Chem,2008,CHEMBL3307273
CHEMBL551151,0,O=C(CCc1ccc(-c2ccc(O)cc2)cc1)NO,Activity,,,,CHEMBL1036483,Inhibition of HDAC in human IGROV1 cells assessed as p53 acetylation at IC50 after 24 hrs by Western blot,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IGROV-1,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1158371,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3307502
CHEMBL596216,0,NC(/C=C/c1ccccc1)CN1CCN(c2ncc(C(=O)NO)cn2)CC1,IC50,=,3.8,nM,CHEMBL1067932,Inhibition of HDAC in human HeLa cells extractt,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1153112,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3308376
CHEMBL259644,0,O=C(CCCCCCC(=O)NCCCNCCCCNCc1ccccc1-c1ccccc1)NO,Inhibition,=,38.6,%,CHEMBL921399,Inhibition of human HDAC in HeLa cells at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1144711,1,Scientific Literature,J Med Chem,2008,CHEMBL3308376
CHEMBL259985,0,CC(C)c1ccc(CNCCCCNCCCNC(=O)CCCCCCC(=O)NO)cc1,Inhibition,=,41.4,%,CHEMBL921399,Inhibition of human HDAC in HeLa cells at 1 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1144711,1,Scientific Literature,J Med Chem,2008,CHEMBL3308376
CHEMBL264422,3,Nc1ccccc1NC(=O)c1ccc(CNC(=O)CCCCCCC(=O)NCCCNCCCCNCCC(c2ccccc2)c2ccccc2)cc1,Inhibition,=,66.7,%,CHEMBL921400,Inhibition of human HDAC in HeLa cells at 5 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1144711,1,Scientific Literature,J Med Chem,2008,CHEMBL3308376
CHEMBL1214762,3,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C2=NCCN3C(=O)O[C@@]1(C)[C@H]3[C@H]2C,IC50,=,163.6,nM,CHEMBL1219537,Inhibition of HDAC in human HeLa cell nuclear extracts,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1212894,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL1093357,0,Cc1ccc(C)c(NC(=O)CCCCC(=O)NO)c1,Activity,,,,CHEMBL1116930,Induction of HDAC-mediated alpha-tubulin acetylation in human HepG2 cells at 5 uM after 6 hrs by indirect ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1156269,1,Scientific Literature,J Med Chem,2010,CHEMBL3307718
CHEMBL454749,0,CC(=O)SCC(=O)c1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1,EC50,=,100,nM,CHEMBL946689,Inhibition of histone deacetylase in human HeLa cells assessed as induction of histone H3 hyperacetylation,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141002,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376
CHEMBL137519,0,O=C(CBr)NCCCCCCCC(=O)Nc1ccccc1,IC50,=,300000,nM,CHEMBL694903,In vitro inhibitory activity against histone deacetylase (HDAC) isolated from HeLa nuclear extract,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1144863,1,Scientific Literature,Bioorg Med Chem Lett,2003,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,=,97.1,%,CHEMBL1025173,Inhibition of HDAC from human HeLa cells assessed as of histone H3 acetylation at 5 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1158462,1,Scientific Literature,J Med Chem,2009,CHEMBL3308376
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Activity,,,,CHEMBL1036485,Inhibition of HDAC in human IGROV1 cells assessed as p53 acetylation at IC80 after 24 hrs by Western blot,B,BAO_0000219,cell-based format,Homo sapiens,None,None,IGROV-1,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1158371,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3307502
CHEMBL427135,0,O=C(CS)NCCCCCCNC(=O)Nc1ccccc1,Inhibition,=,0.63,uM,CHEMBL830654,In vitro inhibition against human Histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1142006,1,Scientific Literature,Bioorg Med Chem Lett,2005,None
CHEMBL115600,0,Cc1ccc2[nH]c3c(c2c1)CCCC3C(N)=O,IC50,>,100000,nM,CHEMBL859692,Inhibitory activity against human HDAC in HeLa cell extract by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1140425,1,Scientific Literature,J Med Chem,2005,CHEMBL3308376
CHEMBL1793816,1,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC(=O)[C@H](CCCCCC(=O)OC)NC(=O)[C@H]2CCCCN2CC1=O,IC50,=,0.4,nM,CHEMBL821898,Inhibitory activity against histone deacetylase (HDAC) derived from partially purified extracts of human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1133987,1,Scientific Literature,Bioorg Med Chem Lett,2001,CHEMBL3308376
CHEMBL2000089,1,O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CCCCCC(=O)[C@@H]2CO2)C(=O)N[C@H]1Cc1ccccc1,IC50,<,5,nM,CHEMBL695138,Inhibitory activity against histone deacetylase (HDAC) enzyme obtained from H1299 human lung carcinoma cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145132,1,Scientific Literature,J Med Chem,2003,None
CHEMBL483260,0,O=C(/C=C/c1cccc2cccnc12)NCCCCCC(=O)NO,IC50,=,25,nM,CHEMBL960363,Inhibition of HDAC from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3308376
CHEMBL1093713,0,Cc1cc(C)cc(NC(=O)CCCCC(=O)NO)c1,Activity,,,,CHEMBL1116928,Induction of HDAC-mediated histone acetylation in human HepG2 cells at 5 uM after 6 hrs by indirect ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1156269,1,Scientific Literature,J Med Chem,2010,CHEMBL3307718
CHEMBL1165293,1,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1270033,0,O=C(NO)c1cnc(N2C[C@H]3CN(Cc4ccc(Cl)cc4)C[C@H]3C2)nc1,IC50,=,42,nM,CHEMBL1273119,Inhibition of HDAC in human HeLa cell nuclear extracts by fluorimetric assay,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1268928,1,Scientific Literature,Bioorg Med Chem Lett,2010,CHEMBL3308376
CHEMBL421934,0,O=C(/C=C/c1ccc(CN(CCc2c[nH]c3ccccc23)Cc2ccccc2)cc1)NO,IC50,=,85,nM,CHEMBL695138,Inhibitory activity against histone deacetylase (HDAC) enzyme obtained from H1299 human lung carcinoma cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145132,1,Scientific Literature,J Med Chem,2003,None
CHEMBL596736,0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCC(=O)NO,IC50,=,551,nM,CHEMBL1064920,Inhibition of HDAC in human HeLa cell nuclear extract,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1157563,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,40,nM,CHEMBL1064920,Inhibition of HDAC in human HeLa cell nuclear extract,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1157563,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL324053,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Activity,,,,CHEMBL1227052,Inhibition of HDAC in human GM15850 cells assessed as increase in histone H4 lysine 5 acetylation of FXN gene at 2.5 uM after 96 hrs by chromatin immunoprecipitation assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,None
CHEMBL137100,0,O=C(CCCCCCC(=O)Nc1ccccn1)Nc1ccccc1,IC50,=,99000,nM,CHEMBL1227029,Inhibition of HDAC in human HeLa cell extract by fluorescence plate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,CHEMBL3308376
CHEMBL1221765,0,COc1ccccc1NC(=O)CCCCCC(=O)Nc1ccccc1,IC50,=,54000,nM,CHEMBL1227029,Inhibition of HDAC in human HeLa cell extract by fluorescence plate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,CHEMBL3308376
CHEMBL1288723,0,COc1ccc(C(=O)On2nnc3ccccc32)cc1,IC50,=,73100,nM,CHEMBL1290867,Inhibition of human HDAC after 30 mins,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1287780,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1290222,0,COc1cc(OC)cc(C(=O)On2nnc3ccccc32)c1,IC50,=,61100,nM,CHEMBL1290867,Inhibition of human HDAC after 30 mins,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1287780,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL1290449,0,COc1cc(OC)cc(C(=O)On2nnc3ccc(OC)cc32)c1,IC50,=,87500,nM,CHEMBL1290867,Inhibition of human HDAC after 30 mins,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1287780,1,Scientific Literature,Bioorg Med Chem,2010,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,=,54,%,CHEMBL1696264,Inhibition of HDAC activity in human HeLa cells at 0.1 uM after 24 hrs,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308376
CHEMBL1688191,0,O=C(CCCCCN1C(=O)c2ccccc2Sc2ccc(Cl)cc21)NO,Ratio,=,200,,CHEMBL1696266,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylation of histone H3 at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL1688189,0,O=C(CCCCCN1C(=O)c2ccccc2S(=O)(=O)c2ccccc21)NO,Ratio,=,336,,CHEMBL1696268,Inhibition of HDAC activity in human NB4 cells assessed as maximum acetylation of histone H4 at EC50 concentration after 24 hrs by Western blot analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,NB-4,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1687690,1,Scientific Literature,ACS Med Chem Lett,2010,CHEMBL3308423
CHEMBL584702,1,Cc1ccc(-c2cnc(N(CCCCOc3ccccc3)Cc3ccc(C(=O)NO)cc3)s2)cc1,Inhibition,,,%,CHEMBL1037401,Inhibition of HDAC in human U937 cells assessed as histone H3 acetylation at 5 uM after 24 hrs by Western blot,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1156110,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3308006
CHEMBL558588,0,Br.CC(C)(C)c1ccc(CNCCCCNCCCNC(=O)CCCCC(=O)NO)cc1,IC50,=,25140,nM,CHEMBL880245,In vitro inhibitory concentration against Histone deacetylase (HDAC) at 1 uM concentration,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141108,1,Scientific Literature,J Med Chem,2005,None
CHEMBL201075,0,COc1ccc([S+]([O-])C/C=C/C=C/C(=O)NO)cc1,IC50,=,5400,nM,CHEMBL865150,Inhibition of HDAC in human leukemic CEM cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CCRF-CEM,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1147749,1,Scientific Literature,J Med Chem,2006,CHEMBL3307641
CHEMBL244200,0,CCSC(=O)c1ccc(OC)cc1,Inhibition,=,31,%,CHEMBL890781,Inhibition of HDAC in HeLa cells at 32 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1146229,1,Scientific Literature,Bioorg Med Chem Lett,2007,CHEMBL3308376
CHEMBL178727,0,O=C(CS)NCCCCCC(=O)Nc1ccccc1,IC50,=,390,nM,CHEMBL829382,Inhibitory concentration against human histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145185,1,Scientific Literature,J Med Chem,2005,None
CHEMBL178151,0,C#CCNCCCCCC(=O)Nc1ccccc1,IC50,>,100000,nM,CHEMBL829382,Inhibitory concentration against human histone deacetylase,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145185,1,Scientific Literature,J Med Chem,2005,None
CHEMBL570214,0,CN1CCN(Cc2ccc(C(=O)/C=C/c3ccc(/C=C/C(=O)NO)nc3)cc2)CC1,IC50,=,27,nM,CHEMBL1046982,Inhibition of human HDAC extracted from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1156799,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL568737,0,CC(C)CC(=O)O,Activity,=,100,%,CHEMBL1040171,Inhibition of HDAC in human Hela cells nuclear extracts assessed as residual activity at 500 uM by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1155249,1,Scientific Literature,Bioorg Med Chem,2009,CHEMBL3308376
CHEMBL62381,None,CCCC(=O)[O-].[Na+],Ki,=,365000,nM,CHEMBL1040172,Inhibition of HDAC in human Hela cells nuclear extracts by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1155249,1,Scientific Literature,Bioorg Med Chem,2009,CHEMBL3308376
CHEMBL98,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1221821,0,COc1cccc(NC(=O)CCCCCC(=O)Nc2ccccc2)c1,IC50,>,1000,nM,CHEMBL1227029,Inhibition of HDAC in human HeLa cell extract by fluorescence plate reader assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,CHEMBL3308376
CHEMBL1934890,0,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1,IC50,=,49000,nM,CHEMBL1937199,Inhibition of HDAC in human K562 cells using Boc-L-Lys(trifluoroacetyl)-MCA as substrate by fluorogenic cellular assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1932952,1,Scientific Literature,Bioorg Med Chem,2012,CHEMBL3308378
CHEMBL277805,0,Nc1ccccc1NC(=O)CCCCCC(=O)Nc1ccccc1,Activity,,,,CHEMBL1227048,Inhibition of HDAC in human GM15850 cells assessed as increase in histone H3 lysine 9 acetylation of FXN gene at 5 uM after 96 hrs by chromatin immunoprecipitation assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1221187,1,Scientific Literature,Nat Chem Biol,2006,None
CHEMBL1793972,1,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](c2cn(CC)c3ccccc3c2=O)NC1=O,IC50,=,2,ug.mL-1,CHEMBL694955,Inhibition of [3H]-Apicidin A binding to Histone deacetylase of chick liver extract,B,BAO_0000019,assay format,Gallus gallus,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1133119,1,Scientific Literature,J Med Chem,2000,None
CHEMBL1796689,0,CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,Inhibition,,,%,CHEMBL1799381,Inhibition of HDAC in human MDA-MB-231 cells assessed as accumulation of H4K8(ac) at 100 nM by Western blotting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDA-MB-231,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1795237,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3307960
CHEMBL142931,0,Cc1nc2ccccc2n1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,38,nM,CHEMBL695138,Inhibitory activity against histone deacetylase (HDAC) enzyme obtained from H1299 human lung carcinoma cell lysates,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1145132,1,Scientific Literature,J Med Chem,2003,None
CHEMBL213711,0,O=C(CCCCCCCNC(=O)NO)Nc1ccccc1,Activity,,,,CHEMBL864284,Inhibition of HDAC at <1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1149353,1,Scientific Literature,Bioorg Med Chem Lett,2006,None
CHEMBL227722,1,COC(=O)C(Cc1cccc(C[C@H](NC(C)=O)C(=O)O)c1)NC(=O)[C@@H](N)CCCCCC(=O)NO,IC50,=,8100,nM,CHEMBL912070,Inhibition of Histone deacetylase in HeLa cell nuclear extracts by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1147150,1,Scientific Literature,J Med Chem,2007,CHEMBL3308376
CHEMBL1818032,2,O=C(NCCSSCCNC(=O)/C(Cc1ccc(O)c(F)c1)=N/O)/C(Cc1ccc(O)c(F)c1)=N/O,Activity,,,,CHEMBL1819958,Inhibition of HDAC1 in human U937 cells assessed a increase in histone H3 acetylation in human U937 cells at 5 uM after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,U-937,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1817548,1,Scientific Literature,Bioorg Med Chem,2011,CHEMBL3308006
CHEMBL1801253,0,O=C(NO)c1cnc(N2CC3C(CNCc4ccc5ccccc5c4)C3C2)nc1,IC50,=,32,nM,CHEMBL1804309,Inhibition of HDAC in human HeLa cells nuclear extract using fluor de Lys as substrate preincubated for 5 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1800056,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL1801250,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1801241,0,O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2cc(F)cc(F)c2)nc1,IC50,=,16,nM,CHEMBL1804309,Inhibition of HDAC in human HeLa cells nuclear extract using fluor de Lys as substrate preincubated for 5 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1800056,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL1801234,0,O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccccc2)nc1,IC50,=,10,nM,CHEMBL1804309,Inhibition of HDAC in human HeLa cells nuclear extract using fluor de Lys as substrate preincubated for 5 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1800056,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
CHEMBL1801243,0,O=C(NO)c1cnc(N2C[C@@H]3[C@H](C2)[C@H]3NCc2ccc(OC(F)(F)F)cc2)nc1,IC50,=,15,nM,CHEMBL1804309,Inhibition of HDAC in human HeLa cells nuclear extract using fluor de Lys as substrate preincubated for 5 mins by fluorometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1800056,1,Scientific Literature,J Med Chem,2010,CHEMBL3308376
