Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4813408,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,
CHEMBL4874716,,None,547.43,2,6.02,13c,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccc(C(=O)Nc4ccc(Br)cn4)cc32)cc1,IC50,=,850,nM,6.07,,,UO_0000065,11.09,0.24,0.05,6.42,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,1,CHEMBL4364747,Inhibition of recombinant C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4364248,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4747488,,None,354.33,0,2.58,7,O=C(NCCN1CCCC1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,70,nM,7.16,,,UO_0000065,20.19,0.39,4.57,10.04,0,CHEMBL4689590,Inhibition of HDAC9 (unknown origin) using Boc Lys(TFA) as substrate by fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680373,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR
CHEMBL3893799,,None,280.33,0,3.12,BDBM218161,Cc1cc2ccccc2n1Cc1ccc(C(=O)NO)cc1,IC50,=,18300,nM,4.74,,381880,UO_0000065,16.9,0.31,1.62,8.73,0,CHEMBL3888200,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,LBH589,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,>,20000,nM,,,,UO_0000065,,,,,0,CHEMBL4357505,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using Ac-Leu-Gly-Lys(Tfa)-AMC as substrate after 24 hrs by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4354838,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,
CHEMBL4862510,,None,391.45,0,3.71,4f,NC(=O)c1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1S2,IC50,=,590,nM,6.23,,,UO_0000065,15.91,0.3,2.52,6.51,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4473451,,None,364.43,0,3.62,6a,O=C(NO)c1ccc(CN2c3ccccc3[S+]([O-])c3ccccc32)cc1,IC50,=,27570,nM,4.56,,,UO_0000065,12.51,0.24,0.94,6.03,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4847771,,None,407.45,0,2.72,6f,NC(=O)c1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1[S+]2[O-],IC50,=,4200,nM,5.38,,,UO_0000065,13.2,0.25,2.66,4.53,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,5000,nM,,,,UO_0000065,,,,,0,CHEMBL4845108,Inhibition of recombinant human HDAC9 measured after 30 mins by fluorescence microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4842385,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.5 hr,
CHEMBL4785064,,None,440.51,0,1.76,20e,Nc1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4707192,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,
CHEMBL561209,,None,269.3,0,2.88,1c,COc1ccc(-c2ccc(/C=C/C(=O)NO)cc2)cc1,IC50,=,39300,nM,4.41,,,UO_0000065,16.36,0.3,1.53,7.52,0,CHEMBL3238612,Inhibition of human HDAC9 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,10000,nM,,,,UO_0000065,,,,,1,CHEMBL4143556,Inhibition of C-terminal His-tagged recombinant human HDAC9 expressed in baculovirus infected Sf9 insect cells preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4536605,,None,316.79,0,3.41,1a; SW-100,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,=,3400,nM,5.47,,,UO_0000065,17.26,0.34,2.06,10.4,0,CHEMBL4823902,Inhibition of recombinant human HDAC9 using Boc-Lys(TFA)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4823254,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL4846435,,None,325.37,0,1.86,1s; SW-101,NC(=O)c1ccc2c(c1)CCCN2Cc1ccc(C(=O)NO)cc1,IC50,=,650,nM,6.19,,,UO_0000065,19.02,0.35,4.33,6.47,0,CHEMBL4823902,Inhibition of recombinant human HDAC9 using Boc-Lys(TFA)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4823254,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,32260,nM,4.49,,,UO_0000065,16.99,0.32,2.02,5.73,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4079541,,None,328.37,0,1.37,4; HPB,O=C(NO)c1ccc(CN(CCO)C(=O)Cc2ccccc2)cc1,IC50,=,5300,nM,5.28,,,UO_0000065,16.07,0.3,3.91,5.87,0,CHEMBL4035181,Inhibition of human HDAC9 after 15 mins by trypsin-coupled fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4165684,,None,445.48,0,2.63,6b,O=C(NO)c1ccc(CCN2C(=O)c3cccc4c(N5CCOCC5)ccc(c34)C2=O)cc1,IC50,>,30000,nM,,,,UO_0000065,,,,,0,CHEMBL4141511,Inhibition of HDAC9 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4138147,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3911566,,None,634.64,2,6.12,BDBM191641,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCCCC(=O)NO,IC50,>,10000,nM,,,342825,UO_0000065,,,,,0,CHEMBL3887570,Inhibition Assay: The inhibitions of activities of HDAC enzymes by the compounds N1'-[3-fluoro-4-[[7-[4-(hydroxyamino)-4-oxobutoxy]-6-methoxy-4-quinolyl]oxy]phenyl]-N1-(4-fluoro phenyl)cyclopropane-1,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4852441,,None,468.54,1,5.26,13a,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccc(C(=O)Nc4ccccn4)cc32)cc1,IC50,=,730,nM,6.14,,,UO_0000065,13.1,0.25,0.88,6.49,0,CHEMBL4821489,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL356769,TUBACIN,None,721.88,2,8.62,Tubacin,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,=,4310,nM,5.37,,,UO_0000065,7.43,0.14,-3.25,3.75,0,CHEMBL4842908,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4842326,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL2179618,NEXTURASTAT A,None,341.41,0,3.64,Nexturastat A,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,IC50,=,6720,nM,5.17,,,UO_0000065,15.15,0.28,1.53,6.33,0,CHEMBL4842908,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4842326,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL4443548,,None,562.59,2,3.74,28g,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL3692689,,None,418.42,0,4.01,1; NT160,C[C@H](CN(C)Cc1ccccc1)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,0.9,nM,9.05,,,UO_0000065,21.62,0.41,5.04,12.69,0,CHEMBL5156170,Inhibition of recombinant human HDAC9 using fluorogenic substrate by fluorescence microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5154665,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL5194487,,None,962.06,3,5.3,5,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC(F)(F)c2cnc(-c3ccc(C(C(=O)NO)c4ccccc4F)cc3)nc2)C(C)(C)C)cc1,IC50,=,290,nM,6.54,,,UO_0000065,6.8,0.13,1.24,3.05,0,CHEMBL5130700,Inhibition of recombinant HDAC9 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL5086750,,None,639.91,1,4.62,20,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSSCCCCCCC)OC(=O)[C@H](CCCCN)NC1=O,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL5030851,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using fluorogenic substrate measured after 60 mins by FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5030507,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL4798111,,None,382.39,0,3.36,12,C[C@H](CN1CCC[C@@H]1C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,30,nM,7.52,,,UO_0000065,19.67,0.38,4.16,10.56,0,CHEMBL4689590,Inhibition of HDAC9 (unknown origin) using Boc Lys(TFA) as substrate by fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680373,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5089854,,None,401.49,0,2.44,13d,O=C(CCCSC[C@H](NC(=O)c1ccccc1)C(=O)Nc1ccccc1)NO,IC50,>,200,nM,,,,UO_0000065,,,,,0,CHEMBL5056744,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(acetyl)-AMC as fluorogenic substrate measured after 1 hr by flourescence plate reader method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5055644,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL5080962,,None,558.55,1,3.54,5,O=C(CCCNC(=O)c1cccn(Cc2ccc(F)c(F)c2)c1=O)Nc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,Inhibition,<,30,%,,,,UO_0000187,,,,,0,CHEMBL5037973,Inhibition on human recombinant HDAC9 at 10 uM measured after 20 min by luminescence glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5036349,1,Scientific Literature,Eur J Med Chem,2021,None,Dose = 10.0 microM | TIME = 0.3333 hr,
CHEMBL5078188,,None,623.41,1,3.83,13,Cc1c(Br)cc(C(=O)NCC(=O)Nc2ccc3c(c2)/C(=C/c2cnc[nH]2)C(=O)N3)c(=O)n1Cc1ccc(F)c(F)c1,Inhibition,<,30,%,,,,UO_0000187,,,,,0,CHEMBL5037973,Inhibition on human recombinant HDAC9 at 10 uM measured after 20 min by luminescence glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL5036349,1,Scientific Literature,Eur J Med Chem,2021,None,Dose = 10.0 microM | TIME = 0.3333 hr,
CHEMBL3622533,FIMEPINOSTAT,2,508.56,2,2.14,3; CUDC-907,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,IC50,=,639,nM,6.19,,,UO_0000065,12.18,0.23,4.05,4.47,0,CHEMBL4707192,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,INHIBITOR
CHEMBL4750838,,None,394.82,0,4.31,11f,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C(=O)NO)cc3)c2n1,IC50,>,40000,nM,,,,UO_0000065,,,,,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,
CHEMBL4162183,,None,513.59,1,4.53,6d,COc1cc2ccn(CCOc3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2c(OC)c1OC,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4143556,Inhibition of C-terminal His-tagged recombinant human HDAC9 expressed in baculovirus infected Sf9 insect cells preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL3394285,,None,231.17,0,2.22,1,O=C(/C=C/c1ccc(C(F)(F)F)cc1)NO,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL3755717,Inhibition of C-terminal His-tagged human HDAC9 expressed in baculovirus expression system using (Boc-Lys(trifluoroacetyl)-AMC) as substrate by plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3751715,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL3910971,,None,None,None,None,BDBM218226,,IC50,=,14500,nM,4.84,,381785,UO_0000065,,,,,0,CHEMBL3888200,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3670674,,None,508.6,2,5.88,BDBM119703,Nc1ccccc1NC(=O)c1ccc(CNC(=O)c2[nH]c(-c3ccsc3)cc2-c2ccc(O)cc2)cc1,IC50,=,163,nM,6.79,,246763,UO_0000065,13.35,0.25,0.91,5.65,0,CHEMBL3707961,Enzyme Assay: The reactions were carried out in a 96-well microplate for fluorometry in a 50 μl reaction volume. After the deacetylation reaction,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4874942,,None,460.53,1,5.13,28g,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1/C=C/C(=O)Nc1ccccc1N,IC50,=,370,nM,6.43,,,UO_0000065,13.97,0.26,1.3,6.99,0,CHEMBL4830772,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4828751,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,Inhibition,=,14.4,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3622533,FIMEPINOSTAT,2,508.56,2,2.14,24; CUDC-907,COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,IC50,=,554,nM,6.26,,,UO_0000065,12.3,0.24,4.12,4.51,1,CHEMBL4339275,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4339181,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL4762873,,None,329.36,0,4.25,6a,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,IC50,=,570,nM,6.24,,,UO_0000065,18.96,0.34,1.99,8.41,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4753828,,None,329.36,0,4.25,6d,O=C(NO)c1cccc(Nc2c3ccccc3nc3ccccc23)c1,IC50,=,12180,nM,4.91,,,UO_0000065,14.92,0.27,0.66,6.62,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4751082,,None,413.36,1,5.15,11c,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OC(F)(F)F)cc23)cc1,IC50,=,31100,nM,4.51,,,UO_0000065,10.9,0.21,-0.64,5.4,0,CHEMBL4685847,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4063938,,None,513.6,1,3.8,13e,CCCNNC(=O)c1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,>,50000,nM,,,,UO_0000065,,,,,0,CHEMBL4024063,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus expression system using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL2364628,RICOLINOSTAT,2,433.51,0,4.13,Ricolinostat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
